,person.type,person.value,personLabel.xml:lang,personLabel.type,personLabel.value,sports.type,sports.value
25174,uri,http://www.wikidata.org/entity/Q20871119,en,literal,Bilal Tabti,literal,athletics competitor
25175,uri,http://www.wikidata.org/entity/Q20872347,en,literal,Giovanna Pedroso,literal,competitive diver
25176,uri,http://www.wikidata.org/entity/Q20882159,en,literal,Li Xiangning,literal,figure skater
25177,uri,http://www.wikidata.org/entity/Q20902291,en,literal,Viola Cheptoo Lagat,literal,"middle-distance runner, athletics competitor"
25178,uri,http://www.wikidata.org/entity/Q20961843,en,literal,Cameron Girdlestone,literal,rower
25179,uri,http://www.wikidata.org/entity/Q20963040,en,literal,Philippe Cuelenaere,literal,coxswain
25180,uri,http://www.wikidata.org/entity/Q20963081,en,literal,Fabiana Moraes,literal,athletics competitor
25181,uri,http://www.wikidata.org/entity/Q20972470,en,literal,Ruby Tew,literal,rower
25182,uri,http://www.wikidata.org/entity/Q20972913,en,literal,Sofie Skoog,literal,athletics competitor
25183,uri,http://www.wikidata.org/entity/Q20973006,en,literal,Frank Richardson,literal,swimmer
25184,uri,http://www.wikidata.org/entity/Q20973721,en,literal,Rikako Ikee,literal,swimmer
25185,uri,http://www.wikidata.org/entity/Q20973725,en,literal,Kim Ha-nul,literal,figure skater
25186,uri,http://www.wikidata.org/entity/Q20976285,en,literal,Núbia Soares,literal,athletics competitor
25187,uri,http://www.wikidata.org/entity/Q20977993,en,literal,Antonio Fernández,literal,archer
25188,uri,http://www.wikidata.org/entity/Q20978907,en,literal,Yuliya Levchenko,literal,athletics competitor
25189,uri,http://www.wikidata.org/entity/Q20982801,en,literal,Anastasia Simanovich,literal,water polo player
25190,uri,http://www.wikidata.org/entity/Q20983016,en,literal,Danniel Thomas,literal,athletics competitor
25191,uri,http://www.wikidata.org/entity/Q20984821,en,literal,Grace Luczak,literal,rower
25192,uri,http://www.wikidata.org/entity/Q20988252,en,literal,Caleb Shepherd,literal,coxswain
25193,uri,http://www.wikidata.org/entity/Q20988356,en,literal,Mete Gazoz,literal,archer
25194,uri,http://www.wikidata.org/entity/Q20991596,en,literal,Amanda Elmore,literal,rower
25195,uri,http://www.wikidata.org/entity/Q20993708,en,literal,Lisa Roman,literal,rower
25196,uri,http://www.wikidata.org/entity/Q20993765,en,literal,Dirk Uittenbogaard,literal,rower
25197,uri,http://www.wikidata.org/entity/Q21001018,en,literal,Tibor Linka,literal,canoeist
25198,uri,http://www.wikidata.org/entity/Q21004176,en,literal,Pierre Albertini,literal,judoka
25199,uri,http://www.wikidata.org/entity/Q21005357,en,literal,Frédéric Perrier,literal,rower
25200,uri,http://www.wikidata.org/entity/Q21005667,en,literal,Zakaria Draoui,literal,association football player
25201,uri,http://www.wikidata.org/entity/Q21005770,en,literal,Youssef Selim,literal,competitive diver
25202,uri,http://www.wikidata.org/entity/Q21014710,en,literal,Marcel Paterni,literal,weightlifter
25203,uri,http://www.wikidata.org/entity/Q21019603,en,literal,Milan Doleček,literal,"rowing coach, rower"
25204,uri,http://www.wikidata.org/entity/Q21021108,en,literal,René Soulier,literal,athletics competitor
25205,uri,http://www.wikidata.org/entity/Q21035256,en,literal,Mihai Nistor,literal,boxer
25206,uri,http://www.wikidata.org/entity/Q21055230,en,literal,Vincent Saurin,literal,rower
25207,uri,http://www.wikidata.org/entity/Q21062740,en,literal,Haley Skarupa,literal,ice hockey player
25208,uri,http://www.wikidata.org/entity/Q21063328,en,literal,Sophia Vandagne,literal,weightlifter
25209,uri,http://www.wikidata.org/entity/Q21064277,en,literal,Whitly Loper,literal,sport shooter
25210,uri,http://www.wikidata.org/entity/Q21066032,en,literal,Tammy Takagi,literal,competitive diver
25211,uri,http://www.wikidata.org/entity/Q21066555,en,literal,Adam Saathoff,literal,athlete
25212,uri,http://www.wikidata.org/entity/Q21066863,en,literal,Georcy-Stéphanie Thiffeault Picard,literal,archer
25213,uri,http://www.wikidata.org/entity/Q21091524,en,literal,Laurence Guillou,literal,swimmer
25214,uri,http://www.wikidata.org/entity/Q21091544,en,literal,Françoise Leroux,literal,athletics competitor
25215,uri,http://www.wikidata.org/entity/Q21175280,en,literal,Roger White-Parsons,literal,rower
25216,uri,http://www.wikidata.org/entity/Q21176536,en,literal,Elena Zennaro,literal,swimmer
25217,uri,http://www.wikidata.org/entity/Q21191911,en,literal,Selim Yaşar,literal,amateur wrestler
25218,uri,http://www.wikidata.org/entity/Q21294638,en,literal,Deng Shudi,literal,artistic gymnast
25219,uri,http://www.wikidata.org/entity/Q21480590,en,literal,Alice Dubois,literal,judoka
25220,uri,http://www.wikidata.org/entity/Q21505694,en,literal,Évelyne Cloupet,literal,athletics competitor
25221,uri,http://www.wikidata.org/entity/Q21511866,en,literal,Lucienne Laudré-Viel,literal,athletics competitor
25222,uri,http://www.wikidata.org/entity/Q21521413,en,literal,Sindre Henriksen,literal,speed skater
25223,uri,http://www.wikidata.org/entity/Q21558855,en,literal,Annick Anthoine,literal,rower
25224,uri,http://www.wikidata.org/entity/Q21589967,en,literal,Snorre Lorgen,literal,rower
25225,uri,http://www.wikidata.org/entity/Q21590356,en,literal,Audun Hadler-Olsen,literal,rower
25226,uri,http://www.wikidata.org/entity/Q21590772,en,literal,Kristine Bjerknes,literal,rower
25227,uri,http://www.wikidata.org/entity/Q21606428,en,literal,Raymond Kibet,literal,sprinter
25228,uri,http://www.wikidata.org/entity/Q21620658,en,literal,Gemma Acheampong,literal,sprinter
25229,uri,http://www.wikidata.org/entity/Q21622034,en,literal,Milagro Mena,literal,sport cyclist
25230,uri,http://www.wikidata.org/entity/Q21622238,en,literal,Sarah Nurse,literal,ice hockey player
25231,uri,http://www.wikidata.org/entity/Q21779178,en,literal,Stig Ingemar Traavik,literal,diplomat
25232,uri,http://www.wikidata.org/entity/Q21808615,en,literal,Luís Barroso,literal,"athletics competitor, sprinter"
25233,uri,http://www.wikidata.org/entity/Q21855754,en,literal,Stefano Casali,literal,athlete
25234,uri,http://www.wikidata.org/entity/Q21872447,en,literal,Elizabeth Cailo,literal,handball player
25235,uri,http://www.wikidata.org/entity/Q21898015,en,literal,Paul Lagarde,literal,athletics competitor
25236,uri,http://www.wikidata.org/entity/Q22003576,en,literal,Charlotte Caslick,literal,rugby sevens player
25237,uri,http://www.wikidata.org/entity/Q22004099,en,literal,Janete dos Santos,literal,handball player
25238,uri,http://www.wikidata.org/entity/Q22004869,en,literal,Erik Heil,literal,sailor
25239,uri,http://www.wikidata.org/entity/Q22007404,en,literal,Ferenc Petrovácz,literal,sport shooter
25240,uri,http://www.wikidata.org/entity/Q22046470,en,literal,Alexandr Shidlovskiy,literal,athlete
25241,uri,http://www.wikidata.org/entity/Q22097008,en,literal,Garrett Bender,literal,rugby union player
25242,uri,http://www.wikidata.org/entity/Q22124486,en,literal,Bae Mi-jung,literal,judoka
25243,uri,http://www.wikidata.org/entity/Q22128574,en,literal,Aiko Sugihara,literal,artistic gymnast
25244,uri,http://www.wikidata.org/entity/Q22209769,en,literal,Renée Blondeau,literal,swimmer
25245,uri,http://www.wikidata.org/entity/Q22247040,en,literal,Ekaterina Shishova,literal,water polo player
25246,uri,http://www.wikidata.org/entity/Q22252582,en,literal,Ryōyū Kobayashi,literal,ski jumper
25247,uri,http://www.wikidata.org/entity/Q22276794,en,literal,Rosa Amaral,literal,handball player
25248,uri,http://www.wikidata.org/entity/Q22278209,en,literal,Annika Hocke,literal,figure skater
25249,uri,http://www.wikidata.org/entity/Q22279978,en,literal,Renata Fast,literal,ice hockey player
25250,uri,http://www.wikidata.org/entity/Q22342414,en,literal,Josie Morrison,literal,speed skater
25251,uri,http://www.wikidata.org/entity/Q22417389,en,literal,Julian Flügel,literal,"marathon runner, long-distance runner"
25252,uri,http://www.wikidata.org/entity/Q22569938,en,literal,Łukasz Gierak,literal,handball player
25253,uri,http://www.wikidata.org/entity/Q22813066,en,literal,Kim Min-seok,literal,speed skater
25254,uri,http://www.wikidata.org/entity/Q22916739,en,literal,Pentti Alonen,literal,alpine skier
25255,uri,http://www.wikidata.org/entity/Q22918248,en,literal,Pauline Mahieu,literal,swimmer
25256,uri,http://www.wikidata.org/entity/Q22941507,en,literal,Abraham Conyedo,literal,amateur wrestler
25257,uri,http://www.wikidata.org/entity/Q22957161,en,literal,Olena Sydorenko,literal,volleyball player
25258,uri,http://www.wikidata.org/entity/Q22957260,en,literal,Mercy Wesutila,literal,volleyball player
25259,uri,http://www.wikidata.org/entity/Q22958543,en,literal,Bengt-Åke Bengtsson,literal,rower
25260,uri,http://www.wikidata.org/entity/Q22986095,en,literal,Laurent Voiron,literal,sailor
25261,uri,http://www.wikidata.org/entity/Q23010253,en,literal,Stephi Douglas,literal,sprinter
25262,uri,http://www.wikidata.org/entity/Q23010405,en,literal,N'Deye Binta Dia,literal,sprinter
25263,uri,http://www.wikidata.org/entity/Q23020140,en,literal,Christina Scherling,literal,speed skater
25264,uri,http://www.wikidata.org/entity/Q23020605,en,literal,Paavo Mikkonen,literal,sport shooter
25265,uri,http://www.wikidata.org/entity/Q23038587,en,literal,Robert Baran,literal,amateur wrestler
25266,uri,http://www.wikidata.org/entity/Q23046254,en,literal,Robert Kobliashvili,literal,amateur wrestler
25267,uri,http://www.wikidata.org/entity/Q23071777,en,literal,Rudy Mosbergen,literal,athlete
25268,uri,http://www.wikidata.org/entity/Q23119635,en,literal,Varsham Boranyan,literal,amateur wrestler
25269,uri,http://www.wikidata.org/entity/Q23321075,en,literal,Fitzroy Dunkley,literal,sprinter
25270,uri,http://www.wikidata.org/entity/Q23409774,en,literal,Nami Otake,literal,association football player
25271,uri,http://www.wikidata.org/entity/Q23409794,en,literal,Sofia Smith,literal,association football player
25272,uri,http://www.wikidata.org/entity/Q23419269,en,literal,Gabriela DeBues-Stafford,literal,middle-distance runner
25273,uri,http://www.wikidata.org/entity/Q23656577,en,literal,Yumi Suzuki,literal,curler
25274,uri,http://www.wikidata.org/entity/Q23661803,en,literal,Kristin Lysdahl,literal,alpine skier
25275,uri,http://www.wikidata.org/entity/Q23664087,en,literal,Gabriela Patricia Chávez,literal,association football player
25276,uri,http://www.wikidata.org/entity/Q23681741,en,literal,Michel Viaud,literal,rower
25277,uri,http://www.wikidata.org/entity/Q23703393,en,literal,Mohamed Al-Fararjeh,literal,taekwondo athlete
25278,uri,http://www.wikidata.org/entity/Q23761688,en,literal,Douglas Souza,literal,volleyball player
25279,uri,http://www.wikidata.org/entity/Q23761692,en,literal,Roger Tahull,literal,water polo player
25280,uri,http://www.wikidata.org/entity/Q23771737,en,literal,Claudia Vila Barnes,literal,artistic gymnast
25281,uri,http://www.wikidata.org/entity/Q23772538,en,literal,Sara Moro,literal,artistic gymnast
25282,uri,http://www.wikidata.org/entity/Q23772556,en,literal,Víctor Cano,literal,artistic gymnast
25283,uri,http://www.wikidata.org/entity/Q23795932,en,literal,Jérémie Mion,literal,sailor
25284,uri,http://www.wikidata.org/entity/Q23874278,en,literal,Dorjnyambuugiin Otgondalai,literal,boxer
25285,uri,http://www.wikidata.org/entity/Q23887735,en,literal,Adham Al-Sqour,literal,artistic gymnast
25286,uri,http://www.wikidata.org/entity/Q23889028,en,literal,Anja Scherl,literal,"athletics competitor, long-distance runner"
25287,uri,http://www.wikidata.org/entity/Q23893652,en,literal,Evan van Moerkerke,literal,swimmer
25288,uri,http://www.wikidata.org/entity/Q23902617,en,literal,Santiago Fonseca,literal,athletics competitor
25289,uri,http://www.wikidata.org/entity/Q23907451,en,literal,Mikhail Dasko,literal,long-distance runner
25290,uri,http://www.wikidata.org/entity/Q23908628,en,literal,Éva Fórián,literal,sport shooter
25291,uri,http://www.wikidata.org/entity/Q23916417,en,literal,Sophie Hansson,literal,swimmer
25292,uri,http://www.wikidata.org/entity/Q23926159,en,literal,Odile Petit,literal,synchronized swimmer
25293,uri,http://www.wikidata.org/entity/Q23943429,en,literal,Percy Pennefather,literal,athlete
25294,uri,http://www.wikidata.org/entity/Q24006593,en,literal,Marios Georgiou,literal,artistic gymnast
25295,uri,http://www.wikidata.org/entity/Q24037931,en,literal,Valentin Onfroy,literal,rower
25296,uri,http://www.wikidata.org/entity/Q24060555,en,literal,Katie Lou Samuelson,literal,basketball player
25297,uri,http://www.wikidata.org/entity/Q24069535,en,literal,Gustavo Olguín,literal,water polo player
25298,uri,http://www.wikidata.org/entity/Q24069536,en,literal,William de Rham,literal,athlete
25299,uri,http://www.wikidata.org/entity/Q24075224,en,literal,Cornel Mărculescu,literal,"water polo player, sports official, referee"
25300,uri,http://www.wikidata.org/entity/Q24084854,en,literal,Joshua Buatsi,literal,boxer
25301,uri,http://www.wikidata.org/entity/Q24088746,en,literal,Ayiesha Johnston,literal,rhythmic gymnast
25302,uri,http://www.wikidata.org/entity/Q24238704,en,literal,Keryn McMaster,literal,swimmer
25303,uri,http://www.wikidata.org/entity/Q24248388,en,literal,Maximilian Planer,literal,rower
25304,uri,http://www.wikidata.org/entity/Q24284425,en,literal,Leonie Adam,literal,trampoline gymnast
25305,uri,http://www.wikidata.org/entity/Q24331148,en,literal,Bendegúz Pétervári-Molnár,literal,rower
25306,uri,http://www.wikidata.org/entity/Q24450646,en,literal,Helena Gasson,literal,swimmer
25307,uri,http://www.wikidata.org/entity/Q24572825,en,literal,Sarah-Anne Brault,literal,triathlete
25308,uri,http://www.wikidata.org/entity/Q24579300,en,literal,Dylan Schmidt,literal,"trampoline gymnast, artistic gymnast"
25309,uri,http://www.wikidata.org/entity/Q24614978,en,literal,Nicolae Soare,literal,"athletics competitor, long-distance runner"
25310,uri,http://www.wikidata.org/entity/Q24632403,en,literal,Flemming Pedersen,literal,association football player
25311,uri,http://www.wikidata.org/entity/Q24729682,en,literal,Jackie Baumann,literal,athletics competitor
25312,uri,http://www.wikidata.org/entity/Q24817219,en,literal,Mathilde de Kerangat,literal,sailor
25313,uri,http://www.wikidata.org/entity/Q24851608,en,literal,Bunty Thompson,literal,athlete
25314,uri,http://www.wikidata.org/entity/Q24868191,en,literal,Evan McEachran,literal,freestyle skier
25315,uri,http://www.wikidata.org/entity/Q24868763,en,literal,Tracy Brook,literal,figure skater
25316,uri,http://www.wikidata.org/entity/Q24876721,en,literal,Petra Ruhrmann,literal,"figure skating coach, figure skater"
25317,uri,http://www.wikidata.org/entity/Q24940496,en,literal,Hassan Amzile,literal,boxer
25318,uri,http://www.wikidata.org/entity/Q24954329,en,literal,Muhammad Salah-ud-din,literal,amateur wrestler
25319,uri,http://www.wikidata.org/entity/Q24956498,en,literal,Juliet Itoya,literal,"long jumper, athletics competitor"
25320,uri,http://www.wikidata.org/entity/Q24961772,en,literal,Csaba Hirbik,literal,amateur wrestler
25321,uri,http://www.wikidata.org/entity/Q25028591,en,literal,Lilly King,literal,swimmer
25322,uri,http://www.wikidata.org/entity/Q25239611,en,literal,Ryan Held,literal,swimmer
25323,uri,http://www.wikidata.org/entity/Q25260125,en,literal,Martynas Džiaugys,literal,rower
25324,uri,http://www.wikidata.org/entity/Q25261970,en,literal,Friederike Möhlenkamp,literal,athletics competitor
25325,uri,http://www.wikidata.org/entity/Q25315555,en,literal,Molly Hannis,literal,swimmer
25326,uri,http://www.wikidata.org/entity/Q25315575,en,literal,Jacob Pebley,literal,swimmer
25327,uri,http://www.wikidata.org/entity/Q25326710,en,literal,Shallon Olsen,literal,artistic gymnast
25328,uri,http://www.wikidata.org/entity/Q25374204,en,literal,Christine Botlogetswe,literal,athletics competitor
25329,uri,http://www.wikidata.org/entity/Q25391691,en,literal,Élodie Ravera-Scaramozzino,literal,rower
25330,uri,http://www.wikidata.org/entity/Q25412367,en,literal,Desmond Williams,literal,boxer
25331,uri,http://www.wikidata.org/entity/Q25433462,en,literal,Ruslan Zhaparov,literal,taekwondo athlete
25332,uri,http://www.wikidata.org/entity/Q25433508,en,literal,Ainur Yesbergenova,literal,taekwondo athlete
25333,uri,http://www.wikidata.org/entity/Q25482912,en,literal,Shay Neal,literal,field hockey player
25334,uri,http://www.wikidata.org/entity/Q25482924,en,literal,Nic Woods,literal,field hockey player
25335,uri,http://www.wikidata.org/entity/Q25713932,en,literal,Nicole Hare,literal,rower
25336,uri,http://www.wikidata.org/entity/Q25757982,en,literal,Brigitte Gyr-Gschwend,literal,sport cyclist
